id,name,bodyPart,target,equipment,difficulty,category,secondaryMuscles,instructions,description
0061,barbell lying triceps extension,upper arms,triceps,barbell,intermediate,strength,shoulders,"Lie flat on a bench with your feet flat on the ground and your head at the end of the bench.; Hold the barbell with an overhand grip, hands shoulder-width apart, and extend your arms straight up over your chest.; Keeping your upper arms stationary, slowly lower the barbell towards your forehead by bending your elbows.; Pause for a moment at the bottom, then extend your arms back up to the starting position.; Repeat for the desired number of repetitions.","The barbell lying triceps extension is a strength exercise targeting the triceps, performed by lying on a bench and lowering a barbell towards the forehead before extending the arms back up."
0063,barbell narrow stance squat,upper legs,glutes,barbell,intermediate,strength,quadriceps; hamstrings; calves,"Stand with your feet shoulder-width apart and toes pointing slightly outward.; Hold the barbell across your upper back, resting it on your traps or rear delts.; Engage your core and keep your chest up as you slowly lower your body by bending your knees and pushing your hips back.; Continue lowering until your thighs are parallel to the ground or slightly below.; Pause for a moment, then push through your heels to return to the starting position.; Repeat for the desired number of repetitions.","The barbell narrow stance squat is a lower body strength exercise that targets the glutes, with significant involvement of the quadriceps, hamstrings, and calves. It is performed by holding a barbell across the upper back and squatting with a narrow stance, emphasizing the inner thighs and glutes."
0064,barbell one arm bent over row,back,upper back,barbell,intermediate,strength,biceps; forearms,"Stand with your feet shoulder-width apart, knees slightly bent, and hold a barbell with one hand using an overhand grip.; Bend forward at the hips, keeping your back straight and your head in a neutral position.; Pull the barbell up towards your chest, keeping your elbow close to your body and squeezing your shoulder blades together.; Lower the barbell back down to the starting position in a controlled manner.; Repeat for the desired number of repetitions, then switch to the other arm.","The barbell one arm bent over row is a unilateral strength exercise targeting the upper back, requiring balance, coordination, and core stability. It is performed by bending at the hips, keeping the back straight, and rowing a barbell with one arm while maintaining a stable position."
0065,barbell one arm floor press,upper arms,triceps,barbell,intermediate,strength,chest; shoulders,"Lie flat on your back on the floor with your knees bent and feet flat on the ground.; Hold the barbell with one hand, palm facing up, and extend your arm straight up over your chest.; Slowly lower the barbell towards your chest, keeping your elbow close to your body.; Pause for a moment at the bottom, then push the barbell back up to the starting position.; Repeat for the desired number of repetitions, then switch arms.","The barbell one arm floor press is a unilateral pressing exercise that targets the triceps while also engaging the chest and shoulders. It requires the lifter to stabilize the barbell with one arm while lying on the floor, which increases the demand on core stability and coordination."
0066,barbell one arm side deadlift,upper legs,glutes,barbell,advanced,strength,hamstrings; quadriceps; lower back,"Stand with your feet shoulder-width apart, holding a barbell in one hand with an overhand grip.; Keep your back straight and your core engaged.; Bend at the hips and lower the barbell towards the outside of your leg, keeping your arm straight and your chest up.; Lower the barbell as far as you can while maintaining good form.; Pause for a moment, then slowly return to the starting position.; Repeat for the desired number of repetitions, then switch sides.","The barbell one arm side deadlift is a unilateral deadlift variation that targets the glutes, hamstrings, quadriceps, and lower back. It requires holding a barbell in one hand and performing a deadlift motion to the side of the body, challenging balance, grip strength, and core stability."
0067,barbell one arm snatch,shoulders,delts,barbell,advanced,strength,traps; forearms; core,"Stand with your feet shoulder-width apart, toes pointing slightly outwards.; Hold the barbell with an overhand grip, hands slightly wider than shoulder-width apart.; Bend your knees and lower your hips into a squat position, keeping your back straight and chest up.; Explosively extend your hips, knees, and ankles, driving the barbell upwards.; As the barbell reaches chest level, pull it upwards with your arm, keeping it close to your body.; Rotate your elbow under the barbell and extend your arm fully overhead, locking out your elbow.; Lower the barbell back down to the starting position in a controlled manner.; Repeat for the desired number of repetitions, then switch arms.","The barbell one arm snatch is an explosive, full-body movement that targets the shoulders (delts) and also engages the traps, forearms, and core. It requires coordination, balance, and strength to perform safely and effectively."
0068,barbell one leg squat,upper legs,quads,barbell,advanced,strength,glutes; hamstrings; calves,"Stand with your feet shoulder-width apart and hold a barbell across your upper back.; Lift one foot off the ground and extend it forward, keeping it parallel to the ground.; Bend your standing leg and lower your body down as if sitting back into a chair, keeping your chest up and your back straight.; Lower yourself until your thigh is parallel to the ground, then push through your heel to return to the starting position.; Repeat for the desired number of repetitions, then switch legs and repeat.","The barbell one leg squat is a challenging lower body exercise that targets the quadriceps while also engaging the glutes, hamstrings, and calves. It requires significant balance, strength, and coordination, as you perform a squat on one leg while holding a barbell across your upper back."
0069,barbell overhead squat,upper legs,quads,barbell,advanced,strength,glutes; hamstrings; calves; core,"Stand with your feet shoulder-width apart and toes slightly turned out.; Hold the barbell with a wide grip, positioning it overhead with your arms fully extended.; Engage your core and lower your body down into a squat position, keeping your chest up and knees tracking over your toes.; Pause for a moment at the bottom, then push through your heels to return to the starting position.; Repeat for the desired number of repetitions.","The barbell overhead squat is a compound exercise that targets the quads and requires holding a barbell overhead while performing a squat. It demands significant strength, balance, mobility, and coordination."
0070,barbell preacher curl,upper arms,biceps,barbell,beginner,strength,forearms,"Sit on a preacher bench with your upper arms resting on the pad and your chest against the support.; Grasp the barbell with an underhand grip, slightly wider than shoulder-width apart.; Keeping your upper arms stationary, exhale and curl the barbell up towards your shoulders.; Pause for a moment at the top, squeezing your biceps.; Inhale and slowly lower the barbell back down to the starting position.; Repeat for the desired number of repetitions.","The barbell preacher curl is an isolation exercise that targets the biceps by using a preacher bench to stabilize the upper arms, minimizing shoulder movement and maximizing biceps engagement. It is performed with a barbell and is effective for building biceps strength and size."
0071,barbell press sit-up,waist,abs,barbell,advanced,strength,shoulders; chest,"Lie flat on your back on a mat with your knees bent and feet flat on the ground.; Hold the barbell with an overhand grip, resting it on your chest.; Engaging your abs, slowly lift your upper body off the ground, curling forward until your torso is at a 45-degree angle.; Pause for a moment at the top, then slowly lower your upper body back down to the starting position.; Repeat for the desired number of repetitions.","The barbell press sit-up is an advanced abdominal exercise that combines a traditional sit-up with a barbell press, engaging the abs, shoulders, and chest. It requires significant core strength, coordination, and balance to safely press the barbell while performing the sit-up motion."
0072,barbell prone incline curl,upper arms,biceps,barbell,intermediate,strength,forearms,"Set up an incline bench at a 45-degree angle.; Lie face down on the bench with your chest and stomach resting against it.; Hold a barbell with an underhand grip, shoulder-width apart.; Extend your arms fully, allowing the barbell to hang down towards the floor.; Keeping your upper arms stationary, exhale and curl the weights while contracting your biceps.; Continue to raise the barbell until your biceps are fully contracted and the bar is at shoulder level.; Hold the contracted position for a brief pause as you squeeze your biceps.; Inhale and slowly begin to lower the barbell back to the starting position.; Repeat for the desired number of repetitions.","The barbell prone incline curl is a biceps-focused exercise performed lying face down on an incline bench. This position isolates the biceps and minimizes cheating by preventing the use of momentum or swinging. It primarily targets the biceps, with secondary engagement of the forearms."
0073,barbell pullover,back,lats,barbell,intermediate,strength,chest; triceps,"Lie flat on a bench with your head at one end and your feet on the floor.; Hold a barbell with a shoulder-width grip and extend your arms straight above your chest.; Keeping your arms straight, lower the barbell behind your head in a controlled manner until you feel a stretch in your lats.; Pause for a moment, then raise the barbell back to the starting position.; Repeat for the desired number of repetitions.","The barbell pullover is a strength exercise that targets the latissimus dorsi (lats) and also engages the chest and triceps. It involves lying on a bench and moving a barbell in an arc from above the chest to behind the head, emphasizing a stretch and contraction of the upper body muscles."
0074,barbell rack pull,upper legs,glutes,barbell,intermediate,strength,hamstrings; lower back,"Set up a barbell on a rack at knee height.; Stand with your feet shoulder-width apart, toes pointing slightly outwards.; Bend at the hips and knees to lower yourself down and grip the barbell with an overhand grip, hands shoulder-width apart.; Engage your core and lift the barbell by extending your hips and knees, pulling your shoulders back and squeezing your glutes at the top.; Lower the barbell back down to the starting position by bending at the hips and knees.; Repeat for the desired number of repetitions.","The barbell rack pull is a compound strength exercise that targets the glutes, hamstrings, and lower back. It involves lifting a barbell from a rack set at knee height, focusing on hip extension and posterior chain activation."
0075,barbell rear delt raise,shoulders,delts,barbell,intermediate,strength,traps; rhomboids,"Stand with your feet shoulder-width apart and hold a barbell with an overhand grip, palms facing down.; Bend your knees slightly and hinge forward at the hips, keeping your back straight.; Raise the barbell out to the sides, keeping your arms straight, until they are parallel to the ground.; Pause for a moment at the top, then slowly lower the barbell back to the starting position.; Repeat for the desired number of repetitions.","The barbell rear delt raise is an isolation exercise targeting the rear deltoids, with secondary emphasis on the traps and rhomboids. It is performed by hinging at the hips and raising a barbell out to the sides, focusing on shoulder movement."
0076,barbell rear delt row,shoulders,delts,barbell,intermediate,strength,trapezius; rhomboids; biceps,"Stand with your feet shoulder-width apart and knees slightly bent.; Hold a barbell with an overhand grip, hands slightly wider than shoulder-width apart.; Bend forward at the hips, keeping your back straight and chest up.; Pull the barbell towards your chest, squeezing your shoulder blades together.; Pause for a moment at the top, then slowly lower the barbell back to the starting position.; Repeat for the desired number of repetitions.","The barbell rear delt row is a compound exercise targeting the rear deltoids, with secondary emphasis on the trapezius, rhomboids, and biceps. It involves pulling a barbell towards the chest while bent over, focusing on squeezing the shoulder blades together to engage the upper back and rear shoulders."
0077,barbell rear lunge v. 2,upper legs,glutes,barbell,intermediate,strength,quadriceps; hamstrings; calves,"Stand with your feet shoulder-width apart and hold a barbell across your upper back.; Take a step backward with your right foot, landing on the ball of your foot.; Bend both knees to lower your body until your left thigh is parallel to the ground.; Push through your left heel to return to the starting position.; Repeat with the other leg.","The barbell rear lunge v. 2 is a lower body exercise that targets the glutes and also engages the quadriceps, hamstrings, and calves. It involves stepping backward into a lunge position while holding a barbell across your upper back, then returning to the starting position."
0078,barbell rear lunge,upper legs,glutes,barbell,intermediate,strength,quadriceps; hamstrings; calves,"Start by standing with your feet shoulder-width apart and a barbell resting on your upper back.; Take a step backward with your right foot, landing on the ball of your foot.; Bend both knees to lower your body until your left thigh is parallel to the ground.; Push through your left heel to return to the starting position.; Repeat with the other leg.","The barbell rear lunge is a compound lower body exercise that targets the glutes, with secondary emphasis on the quadriceps, hamstrings, and calves. It involves stepping backward into a lunge position while supporting a barbell on the upper back, requiring balance, coordination, and strength."
0079,barbell reverse wrist curl v. 2,lower arms,forearms,barbell,beginner,strength,biceps; brachialis,"Sit on a bench with your feet flat on the ground and your knees bent.; Hold a barbell with an overhand grip, palms facing down, and your hands shoulder-width apart.; Rest your forearms on your thighs, allowing your wrists to hang off the edge.; Keeping your forearms stationary, exhale and curl your wrists upward as far as possible.; Hold the contracted position for a brief pause, then inhale and slowly lower the barbell back to the starting position.; Repeat for the desired number of repetitions.","The barbell reverse wrist curl v. 2 is an isolation exercise that targets the forearms, specifically the extensor muscles. It is performed seated, with the forearms resting on the thighs and the wrists curling a barbell upward using an overhand grip."
0080,barbell reverse curl,upper arms,biceps,barbell,beginner,strength,forearms,"Stand up straight with your feet shoulder-width apart and hold a barbell with an overhand grip, palms facing down.; Keep your upper arms stationary and exhale as you curl the barbell upward, contracting your biceps.; Continue to raise the barbell until your biceps are fully contracted and the barbell is at shoulder level.; Hold the contracted position for a brief pause as you squeeze your biceps.; Inhale as you slowly lower the barbell back to the starting position, keeping your upper arms stationary.; Repeat for the desired number of repetitions.","The barbell reverse curl is an exercise targeting the biceps and forearms, performed by curling a barbell with an overhand grip."
0081,barbell reverse preacher curl,upper arms,biceps,barbell,intermediate,strength,forearms,"Sit on a preacher bench with your chest against the pad and your arms extended straight down, holding a barbell with an overhand grip.; Keeping your upper arms stationary, exhale and curl the barbell upward while contracting your biceps.; Continue to raise the barbell until your biceps are fully contracted and the barbell is at shoulder level.; Hold the contracted position for a brief pause as you squeeze your biceps.; Inhale and slowly lower the barbell back to the starting position.; Repeat for the desired number of repetitions.","The barbell reverse preacher curl is an isolation exercise targeting the biceps and forearms. It is performed on a preacher bench with an overhand grip, emphasizing the brachialis and forearm extensors."
0082,barbell reverse wrist curl,lower arms,forearms,barbell,beginner,strength,biceps; brachialis,"Sit on a bench with your feet flat on the ground and hold a barbell with an overhand grip, palms facing down.; Rest your forearms on your thighs, allowing your wrists to hang off the edge.; Slowly curl your wrists upward, bringing the barbell towards your body.; Pause for a moment at the top, then slowly lower the barbell back down to the starting position.; Repeat for the desired number of repetitions.","The barbell reverse wrist curl is an isolation exercise targeting the forearms, specifically the wrist extensors. It is performed seated, with the forearms resting on the thighs and the wrists curling a barbell upward using an overhand grip."
0083,barbell rollerout from bench,waist,abs,barbell,advanced,strength,shoulders; triceps,"Start by kneeling on the floor with a barbell placed on a bench in front of you.; Grasp the barbell with an overhand grip, slightly wider than shoulder-width apart.; Keeping your core engaged and your back straight, slowly roll the barbell forward, extending your arms in front of you.; Continue rolling the barbell forward until your body is fully extended and your arms are overhead.; Pause for a moment at the fully extended position, then slowly roll the barbell back towards your body, returning to the starting position.; Repeat for the desired number of repetitions.","The barbell rollout from bench is an advanced core exercise that targets the abdominal muscles, with secondary emphasis on the shoulders and triceps. It requires significant core strength, stability, and control to perform safely and effectively."
0084,barbell rollerout,waist,abs,barbell,advanced,strength,lower back,"Kneel on the floor and hold a barbell with both hands, shoulder-width apart.; Roll the barbell forward, extending your arms and keeping your core engaged.; Continue rolling forward until your body is fully extended and your arms are overhead.; Pause for a moment, then slowly roll the barbell back towards your knees, maintaining control.; Repeat for the desired number of repetitions.","The barbell rollout is an advanced core exercise that targets the abdominal muscles and also engages the lower back. It requires significant core strength, stability, and control to perform safely and effectively."
0085,barbell romanian deadlift,upper legs,glutes,barbell,intermediate,strength,hamstrings; lower back,"Stand with your feet shoulder-width apart and your toes pointing forward.; Hold the barbell with an overhand grip, hands slightly wider than shoulder-width apart.; Bend at the hips, keeping your back straight and your knees slightly bent.; Lower the barbell towards the ground, keeping it close to your body.; Feel the stretch in your hamstrings as you lower the barbell.; Once you feel a stretch in your hamstrings, push your hips forward and stand up straight.; Squeeze your glutes at the top of the movement.; Lower the barbell back down to the starting position and repeat for the desired number of repetitions.","The barbell Romanian deadlift is a strength exercise targeting the glutes, with secondary emphasis on the hamstrings and lower back. It involves hinging at the hips while maintaining a straight back, lowering a barbell to feel a stretch in the hamstrings, and then returning to a standing position."
0086,barbell seated behind head military press,shoulders,delts,barbell,advanced,strength,triceps; upper back,"Sit on a bench with your back straight and feet flat on the ground.; Hold the barbell with an overhand grip, slightly wider than shoulder-width apart.; Lift the barbell off the rack and bring it down to shoulder level, behind your head.; Press the barbell upward until your arms are fully extended.; Lower the barbell back down to the starting position.; Repeat for the desired number of repetitions.","The barbell seated behind head military press is a compound shoulder exercise that targets the deltoids, with secondary emphasis on the triceps and upper back. It requires good shoulder mobility and stability, as well as proper technique to avoid injury."
0087,barbell seated bradford rocky press,shoulders,delts,barbell,intermediate,strength,triceps; upper back,"Sit on a bench with your back straight and feet flat on the ground.; Hold the barbell with an overhand grip, slightly wider than shoulder-width apart.; Lift the barbell to shoulder height, keeping your elbows slightly bent and pointing forward.; Press the barbell overhead, fully extending your arms.; Lower the barbell back to shoulder height and repeat for the desired number of repetitions.","The barbell seated Bradford Rocky press is a shoulder exercise performed while seated, focusing on pressing a barbell overhead to target the deltoids. It also engages the triceps and upper back as secondary muscles. The movement requires good shoulder mobility, core stability, and pressing strength."
0088,barbell seated calf raise,lower legs,calves,barbell,beginner,strength,hamstrings; quadriceps,"Sit on a bench with your feet flat on the floor and a barbell resting on your thighs.; Place the balls of your feet on a raised platform, such as a block or step.; Position the barbell across your thighs and hold it securely with your hands.; Keeping your back straight and your core engaged, lift your heels off the ground by extending your ankles.; Pause for a moment at the top, then slowly lower your heels back down to the starting position.; Repeat for the desired number of repetitions.",The barbell seated calf raise is an exercise that targets the calf muscles by lifting a barbell placed on the thighs while seated. It primarily focuses on strengthening the calves and also engages the hamstrings and quadriceps as secondary muscles.
0089,barbell seated close-grip concentration curl,upper arms,biceps,barbell,intermediate,strength,forearms,"Sit on a bench with your feet flat on the floor and hold a barbell with an underhand grip, hands shoulder-width apart.; Rest your upper arms against your inner thighs, just above your knees, and let the barbell hang down in front of you.; Keeping your upper arms stationary, exhale and curl the barbell up towards your shoulders, contracting your biceps.; Hold the contracted position for a brief pause, then inhale and slowly lower the barbell back down to the starting position.; Repeat for the desired number of repetitions.","The barbell seated close-grip concentration curl is an isolation exercise targeting the biceps, performed while seated with a barbell using a close grip. It emphasizes strict form and biceps contraction by bracing the upper arms against the inner thighs."
0090,barbell seated good morning,upper legs,glutes,barbell,intermediate,strength,hamstrings; lower back,"Sit on a bench with your feet flat on the ground and a barbell resting on your upper back.; Keep your back straight and your chest up.; Slowly hinge forward at the hips, lowering your torso towards the ground.; Pause for a moment at the bottom, then push through your heels to return to the starting position.; Repeat for the desired number of repetitions.","The barbell seated good morning is a strength exercise that targets the glutes, with secondary emphasis on the hamstrings and lower back. It involves sitting on a bench with a barbell on your upper back, hinging forward at the hips, and returning to the upright position."
0091,barbell seated overhead press,shoulders,delts,barbell,intermediate,strength,triceps; upper back,"Sit on a bench with your back straight and feet flat on the ground.; Hold the barbell with an overhand grip, slightly wider than shoulder-width apart.; Lift the barbell off the rack and bring it to shoulder level, with your elbows bent and palms facing forward.; Press the barbell overhead by extending your arms fully.; Pause for a moment at the top, then slowly lower the barbell back to shoulder level.; Repeat for the desired number of repetitions.","The barbell seated overhead press is a compound strength exercise targeting the deltoid muscles of the shoulders. It also engages the triceps and upper back as secondary muscles. This movement is performed seated, which helps stabilize the lower body and focus the effort on the upper body. It requires proper technique and shoulder mobility to perform safely and effectively."
0092,barbell seated overhead triceps extension,upper arms,triceps,barbell,intermediate,strength,shoulders,"Sit on a bench with your back straight and feet flat on the ground.; Hold a barbell with an overhand grip, hands shoulder-width apart, and raise it overhead.; Lower the barbell behind your head by bending your elbows, keeping your upper arms close to your head.; Pause for a moment, then extend your arms to raise the barbell back to the starting position.; Repeat for the desired number of repetitions.","The barbell seated overhead triceps extension is an exercise that targets the triceps by extending the arms overhead while seated, using a barbell for resistance. It also engages the shoulders as secondary muscles."
0094,barbell seated twist,waist,abs,barbell,intermediate,strength,obliques; lower back,"Sit on a flat bench with your feet flat on the ground and your knees bent.; Hold a barbell with both hands in front of your chest, keeping your elbows slightly bent.; Engage your core and slowly twist your torso to one side, keeping your back straight.; Pause for a moment at the end of the twist, then slowly rotate back to the starting position.; Repeat the twist to the other side.; Continue alternating sides for the desired number of repetitions.","The barbell seated twist is an exercise that targets the abdominal muscles, particularly the obliques and lower back, by rotating the torso while seated and holding a barbell."
0095,barbell shrug,back,traps,barbell,beginner,strength,shoulders,"Stand with your feet shoulder-width apart and hold a barbell in front of you with an overhand grip.; Keep your arms straight and your back straight throughout the exercise.; Lift your shoulders up towards your ears as high as possible, squeezing your traps at the top.; Hold for a moment, then slowly lower your shoulders back down to the starting position.; Repeat for the desired number of repetitions.","The barbell shrug is a strength exercise targeting the trapezius muscles. It involves lifting the shoulders towards the ears while holding a barbell, focusing on building upper back and neck strength."
0096,barbell side bent v. 2,waist,abs,barbell,intermediate,strength,obliques; lower back,"Stand with your feet shoulder-width apart and hold a barbell with both hands, palms facing down.; Keep your back straight and core engaged throughout the exercise.; Slowly bend your torso to the right side, lowering the barbell towards your right knee.; Pause for a moment, then return to the starting position.; Repeat the movement on the left side.; Continue alternating sides for the desired number of repetitions.","The barbell side bent v. 2 is an exercise targeting the abdominal muscles, particularly the obliques, by bending the torso side to side while holding a barbell. It also engages the lower back for stability."
0097,barbell side split squat v. 2,upper legs,quads,barbell,intermediate,strength,glutes; hamstrings; calves,"Stand with your feet wider than shoulder-width apart, toes pointing slightly outwards.; Hold a barbell across your upper back, resting it on your shoulders.; Take a big step to the side with your right foot, keeping your left foot planted.; Bend your right knee and lower your body down into a squat position, keeping your chest up and your back straight.; Push through your right heel to return to the starting position.; Repeat on the other side, stepping out with your left foot.; Continue alternating sides for the desired number of repetitions.","The barbell side split squat v. 2 is a lower body exercise that targets the quadriceps while also engaging the glutes, hamstrings, and calves. It involves stepping laterally into a squat position while holding a barbell across the upper back, requiring strength, balance, and coordination."
0098,barbell side split squat,upper legs,quads,barbell,intermediate,strength,glutes; hamstrings; calves,"Stand with your feet wider than shoulder-width apart, toes pointing slightly outward.; Hold a barbell across your upper back, resting it on your traps.; Engage your core and keep your chest up as you lower your body down into a squat position, bending at the knees and hips.; As you lower, push your knees out to the sides and keep your weight on your heels.; Lower until your thighs are parallel to the ground, then push through your heels to return to the starting position.; Repeat for the desired number of repetitions.","The barbell side split squat is a lower body exercise that targets the quadriceps while also engaging the glutes, hamstrings, and calves. It requires holding a barbell across the upper back and performing a wide-stance squat, emphasizing lateral movement and stability."
0099,barbell single leg split squat,upper legs,quads,barbell,intermediate,strength,glutes; hamstrings; calves,"Stand with your feet shoulder-width apart, holding a barbell across your upper back.; Take a large step forward with one leg, keeping your torso upright.; Lower your body by bending your front knee and hip, while keeping your back leg straight.; Continue lowering until your front thigh is parallel to the ground.; Pause for a moment, then push through your front heel to return to the starting position.; Repeat for the desired number of repetitions, then switch legs.","The barbell single leg split squat is a lower body exercise that targets the quadriceps while also engaging the glutes, hamstrings, and calves. It requires balance, coordination, and strength, as you perform a squat movement with one leg forward and a barbell across your upper back."
0100,barbell skier,shoulders,delts,barbell,intermediate,strength,triceps; core,"Stand with your feet shoulder-width apart and hold a barbell in front of your thighs with an overhand grip.; Bend your knees slightly and hinge forward at the hips, keeping your back straight and chest up.; Simultaneously lift the barbell up towards your shoulders while jumping slightly off the ground.; As you reach the top of the movement, quickly reverse the motion and lower the barbell back down to the starting position.; Repeat for the desired number of repetitions.","The barbell skier is a dynamic shoulder exercise that involves lifting a barbell while performing a small jump, targeting the deltoids and engaging the triceps and core for stability."
0101,barbell speed squat,upper legs,glutes,barbell,intermediate,strength,quadriceps; hamstrings; calves,"Stand with your feet shoulder-width apart, toes slightly turned out.; Hold the barbell across your upper back, resting it on your traps or rear delts.; Engage your core and keep your chest up as you lower your hips back and down, as if sitting into a chair.; Lower until your thighs are parallel to the ground, or as low as you can comfortably go.; Drive through your heels to stand back up, squeezing your glutes at the top.; Repeat for the desired number of repetitions.","The barbell speed squat is a dynamic variation of the traditional squat, performed with a focus on explosive movement and speed. This exercise targets the glutes as the primary muscle group, with significant involvement from the quadriceps, hamstrings, and calves. It requires good technique, balance, and strength to perform safely, especially with added weight."
0102,barbell squat (on knees),upper legs,quads,barbell,intermediate,strength,glutes; hamstrings; calves,"Start by kneeling on the ground with your knees hip-width apart and your toes pointing forward.; Place a barbell across your shoulders, gripping it with an overhand grip and your hands slightly wider than shoulder-width apart.; Engage your core and keep your chest lifted as you slowly lower your body down by bending your knees, keeping your back straight.; Continue lowering until your thighs are parallel to the ground, or as low as you can comfortably go.; Pause for a moment at the bottom, then push through your heels to return to the starting position.; Repeat for the desired number of repetitions.","The barbell squat (on knees) is a variation of the traditional squat performed from a kneeling position. This exercise targets the quadriceps while also engaging the glutes, hamstrings, and calves. It requires good core stability and balance, as well as proper technique to safely handle the barbell."
0103,barbell standing ab rollerout,waist,abs,barbell,advanced,strength,shoulders; lower back,"Stand upright with your feet shoulder-width apart and hold the barbell with both hands in front of your thighs.; Engage your core and slowly roll the barbell down towards the ground, keeping your back straight and your arms extended.; Continue rolling the barbell forward until your body is fully extended and your hands are directly above your head.; Pause for a moment, then slowly roll the barbell back towards your thighs, maintaining control and keeping your core engaged.; Repeat for the desired number of repetitions.","The barbell standing ab rollerout is an advanced core exercise that targets the abs, with secondary emphasis on the shoulders and lower back. It requires significant core strength, stability, and control to perform safely and effectively."
0104,barbell standing back wrist curl,lower arms,forearms,barbell,beginner,strength,biceps; shoulders,"Stand up straight with your feet shoulder-width apart and hold a barbell with an overhand grip.; Rest the barbell on the back of your hands with your palms facing down and your fingers pointing towards your body.; Keeping your upper arms stationary, exhale and curl your wrists upwards as far as possible.; Hold the contracted position for a brief pause, then inhale and slowly lower the barbell back to the starting position.; Repeat for the desired number of repetitions.","The barbell standing back wrist curl is an isolation exercise targeting the forearms, specifically the wrist extensors. It involves curling the barbell upwards using only the wrists while standing."
0105,barbell standing bradford press,shoulders,delts,barbell,intermediate,strength,triceps; upper back,"Stand with your feet shoulder-width apart and hold the barbell in front of your shoulders with an overhand grip.; Press the barbell overhead, fully extending your arms.; Lower the barbell back down to the starting position.; Repeat for the desired number of repetitions.","The barbell standing Bradford press is a shoulder exercise that targets the deltoids and also works the triceps and upper back. It involves pressing a barbell overhead from the front of the shoulders, requiring strength, coordination, and shoulder mobility."
0106,barbell standing close grip curl,upper arms,biceps,barbell,beginner,strength,forearms,"Stand up straight with your feet shoulder-width apart and hold a barbell with an underhand grip, hands close together.; Keep your elbows close to your torso and your upper arms stationary throughout the movement.; Exhale as you curl the weights while contracting your biceps. Continue to raise the bar until your biceps are fully contracted and the bar is at shoulder level.; Hold the contracted position for a brief pause as you squeeze your biceps.; Inhale as you slowly begin to bring the barbell back to the starting position.; Repeat for the desired number of repetitions.","The barbell standing close grip curl is a strength exercise that targets the biceps and also works the forearms. It involves curling a barbell with a close grip, emphasizing the inner part of the biceps."
0107,barbell standing front raise over head,shoulders,delts,barbell,intermediate,strength,triceps; upper back,"Stand with your feet shoulder-width apart, holding a barbell in front of your thighs with an overhand grip.; Keep your back straight and engage your core.; Slowly raise the barbell in front of you, keeping your arms straight and your palms facing down.; Continue lifting until the barbell is slightly above shoulder level.; Pause for a moment at the top, then slowly lower the barbell back down to the starting position.; Repeat for the desired number of repetitions.","The barbell standing front raise over head is a shoulder exercise that targets the deltoids, with secondary emphasis on the triceps and upper back. It involves lifting a barbell from thigh level to overhead while standing, requiring control and shoulder strength."
0108,barbell standing leg calf raise,lower legs,calves,barbell,intermediate,strength,hamstrings; glutes,"Stand with your feet shoulder-width apart and place a barbell across your upper back.; Raise your heels off the ground as high as possible, using your calves.; Pause for a moment at the top, then slowly lower your heels back down to the starting position.; Repeat for the desired number of repetitions.",The barbell standing leg calf raise is a strength exercise targeting the calves. It involves standing with a barbell across your upper back and raising your heels off the ground to engage the calf muscles.
0109,barbell standing overhead triceps extension,upper arms,triceps,barbell,intermediate,strength,shoulders,"Stand with your feet shoulder-width apart and hold a barbell with an overhand grip.; Raise the barbell overhead, fully extending your arms.; Keeping your upper arms close to your head, slowly lower the barbell behind your head by bending your elbows.; Pause for a moment, then raise the barbell back to the starting position by extending your arms.; Repeat for the desired number of repetitions.","The barbell standing overhead triceps extension is a strength exercise targeting the triceps, performed by holding a barbell overhead and lowering it behind the head before extending the arms to the starting position."
0110,barbell standing reverse grip curl,upper arms,biceps,barbell,beginner,strength,forearms,"Stand up straight with your feet shoulder-width apart and hold a barbell with an underhand grip, palms facing up.; Keep your elbows close to your torso and your upper arms stationary.; Exhale and curl the weights while contracting your biceps, bringing the barbell as close to your shoulders as possible.; Hold the contracted position for a brief pause as you squeeze your biceps.; Inhale and slowly lower the barbell back to the starting position.; Repeat for the desired number of repetitions.","The barbell standing reverse grip curl is an exercise targeting the biceps and forearms. It is performed by holding a barbell with an underhand grip, curling the weight up while keeping the elbows close to the torso, and then lowering it back down."
0111,barbell standing rocking leg calf raise,lower legs,calves,barbell,intermediate,strength,hamstrings; quadriceps,"Stand with your feet shoulder-width apart and hold a barbell across your upper back.; Raise your heels off the ground as high as possible, balancing on the balls of your feet.; Slowly lower your heels back down to the starting position.; Repeat for the desired number of repetitions.",The barbell standing rocking leg calf raise targets the calves and involves raising your heels while balancing a barbell across your upper back. This exercise also engages the hamstrings and quadriceps as secondary muscles.
0112,barbell standing twist,waist,abs,barbell,beginner,strength,obliques; lower back,"Stand with your feet shoulder-width apart and hold a barbell in front of your chest with both hands, palms facing down.; Engage your core and keep your back straight throughout the exercise.; Slowly twist your torso to the right, pivoting on your feet and hips, while keeping your lower body stable.; Pause for a moment at the end of the twist, then slowly return to the starting position.; Repeat the twist to the left side.; Continue alternating twists for the desired number of repetitions.","The barbell standing twist is an exercise targeting the abdominal muscles, particularly the obliques and lower back, by rotating the torso while holding a barbell. It helps improve core strength and rotational stability."
